GENE,CHR,START,STOP,NSNPS,NPARAM,N,ZSTAT,P
ENSG00000266963,19,38852435,38853124,6,2,53293,-0.18093,0.57179
ENSG00000099341,19,38865176,38874464,31,10,48950,-0.22762,0.59003
ENSG00000179168,19,38874905,38878666,8,3,51781,1.9717,0.024322
ENSG00000267090,19,38876162,38877399,6,2,53293,1.9662,0.024639
ENSG00000188766,19,38879061,38890227,50,10,50833,1.6293,0.051621
ENSG00000130244,19,38893775,38899724,55,12,50855,1.6209,0.052515
ENSG00000171777,19,38899695,38916945,38,11,51220,0.33425,0.36909
ENSG00000196218,19,38924339,39078204,59,18,52516,1.1914,0.11674
ENSG00000269445,19,39017594,39019195,10,4,52031,1.0786,0.14039
ENSG00000268055,19,39026157,39027768,11,3,53293,0.80562,0.21023
ENSG00000104814,19,39078281,39109522,8,3,52996,-1.928,0.97307
ENSG00000267291,19,39086986,39092334,4,2,51288,-1.2222,0.88919
ENSG00000178982,19,39109722,39127595,37,6,51193,0.32988,0.37075
ENSG00000130402,19,39138310,39222223,92,12,52803,0.075437,0.46993
ENSG00000267375,19,39174513,39184246,62,9,52777,0.1241,0.45062
ENSG00000182472,19,39221071,39260544,94,20,52362,-0.038817,0.51548
ENSG00000267892,19,39228924,39230503,11,2,52604,-0.83695,0.79869
ENSG00000205076,19,39261611,39264132,10,3,52167,0.51621,0.30285
ENSG00000178934,19,39279851,39282389,4,2,52698,0.56158,0.2872
ENSG00000207296,19,39287642,39287749,14,2,53076,2.0346,0.020945
ENSG00000171747,19,39292319,39304004,7,2,51254,-0.88508,0.81194
ENSG00000104823,19,39306062,39322645,130,29,51684,2.07,0.019228
ENSG00000268083,19,39308111,39330818,7,3,50050,-0.41517,0.66099
ENSG00000268756,19,39310806,39313863,53,10,52174,0.3055,0.37999
ENSG00000104824,19,39327028,39342978,24,8,50991,-0.64204,0.73958
ENSG00000269688,19,39335369,39336139,5,2,50914,-0.42248,0.66366
ENSG00000187994,19,39359622,39368919,12,4,49089,1.2798,0.10031
ENSG00000269050,19,39360799,39364403,5,3,47625,1.5393,0.061863
ENSG00000068903,19,39369195,39390502,110,23,51938,2.8296,0.0023305
ENSG00000104825,19,39390340,39399531,6,3,47572,0.87638,0.19041
ENSG00000262484,19,39399620,39402798,6,2,49981,-1.0249,0.84729
ENSG00000104835,19,39405906,39421536,26,8,50801,0.57237,0.28354
ENSG00000269547,19,39406044,39440495,9,3,49960,-1.7447,0.95948
ENSG00000128626,19,39421188,39423802,3,2,49514,-0.022429,0.50895
ENSG00000269486,19,39425937,39429272,14,4,48823,0.13616,0.44585
ENSG00000269190,19,39432041,39466550,38,13,48559,0.0040065,0.4984
ENSG00000161243,19,39514665,39523425,24,4,53095,-0.89716,0.81518
ENSG00000267992,19,39521076,39521963,5,2,51866,-1.0075,0.84316
ENSG00000251709,19,39540545,39540607,12,4,50488,-0.006276,0.5025
ENSG00000183760,19,39574945,39602133,26,8,50431,0.3989,0.34498
ENSG00000130669,19,39616422,39673456,27,8,49987,1.6208,0.052533
ENSG00000269172,19,39625522,39627103,16,2,48648,1.0141,0.15527
ENSG00000188505,19,39687601,39692524,8,2,49062,0.99756,0.15925
ENSG00000179751,19,39693471,39694906,12,4,50193,1.6496,0.049512
ENSG00000268510,19,39727073,39727933,6,3,42547,1.5622,0.059118
ENSG00000197110,19,39734193,39735769,7,2,50914,-0.42432,0.66434
ENSG00000272395,19,39736954,39739496,10,2,50914,0.32329,0.37324
ENSG00000213926,19,39745556,39745909,17,5,46343,2.3613,0.0091066
ENSG00000272311,19,39755022,39756457,1,1,49073,0.856,0.196
ENSG00000183709,19,39759154,39760732,13,5,42728,0.071259,0.4716
ENSG00000182393,19,39786965,39789313,41,6,51580,-0.47983,0.68433
ENSG00000128011,19,39797208,39805976,63,11,50872,-0.17468,0.56933
ENSG00000268262,19,39805291,39811498,4,2,51813,1.0194,0.15401
ENSG00000130755,19,39818993,39833012,147,30,49783,0.18477,0.42671
ENSG00000269246,19,39832413,39832585,4,2,52698,0.68638,0.24624
ENSG00000179134,19,39833082,39876350,16,5,50404,0.68681,0.2461
ENSG00000241983,19,39859793,39860086,5,1,52817,0.48145,0.3151
ENSG00000006712,19,39876492,39881835,3,1,50737,1.7833,0.037266
ENSG00000063322,19,39881951,39891277,9,3,46456,-0.13716,0.55455
ENSG00000128016,19,39897453,39900052,2,1,46615,0.048835,0.48053
ENSG00000266559,19,39900263,39900318,1,1,42892,-1.3767,0.9157
ENSG00000090924,19,39903225,39919055,17,5,50457,0.16052,0.43623
ENSG00000105193,19,39923847,39926588,13,3,49067,2.0627,0.019571
ENSG00000196235,19,39932283,39967310,20,3,52488,0.99613,0.15959
ENSG00000105197,19,39971052,39981528,14,5,50635,1.4066,0.079777
ENSG00000090932,19,39989535,39999121,8,3,50443,0.58146,0.28046
ENSG00000186838,19,40005753,40011326,6,3,46286,0.96968,0.1661
ENSG00000176401,19,40021630,40023494,8,3,53293,-0.17514,0.56952
ENSG00000269792,19,40023052,40025062,6,3,53293,0.32748,0.37165
ENSG00000269584,19,40025103,40025661,7,3,52922,-0.45635,0.67593
ENSG00000176396,19,40029345,40030973,14,4,53108,0.30603,0.37979
ENSG00000269588,19,40043674,40045996,12,4,52265,-1.05,0.85315
ENSG00000269188,19,40074682,40077129,17,5,52580,0.57116,0.28394
ENSG00000244253,19,40079595,40079765,21,4,52775,0.42411,0.33574
ENSG00000243581,19,40081621,40081791,24,3,52327,0.81175,0.20847
ENSG00000239320,19,40088472,40088642,6,2,53293,0.60904,0.27125
ENSG00000105198,19,40093141,40098116,7,4,52878,-0.79653,0.78714
ENSG00000269519,19,40121940,40122086,10,2,50881,-1.3375,0.90948
ENSG00000268153,19,40129325,40133041,10,2,52503,-1.2662,0.89728
ENSG00000268243,19,40135142,40135252,10,3,52817,-0.80976,0.79096
ENSG00000249861,19,40146534,40151287,6,2,53293,-1.2917,0.90177
ENSG00000226025,19,40170014,40177013,26,7,51472,-0.50034,0.69158
ENSG00000269460,19,40175884,40185217,8,2,53293,-1.0609,0.85564
ENSG00000268088,19,40184565,40186898,11,4,52344,-0.062516,0.52492
ENSG00000240320,19,40188544,40188713,8,3,51550,-0.76155,0.77684
ENSG00000006659,19,40194946,40200084,10,4,52895,-0.92078,0.82142
ENSG00000278813,19,40216670,40217415,11,4,52034,-0.41128,0.65957
ENSG00000105205,19,40221890,40228668,17,3,52469,-1.6233,0.94774
ENSG00000213921,19,40267235,40276807,17,4,51611,-0.89347,0.8142
ENSG00000276445,19,40303612,40304195,6,3,52816,-0.83786,0.79894
ENSG00000105204,19,40315990,40324841,13,4,51569,-0.60407,0.7271
ENSG00000105202,19,40325098,40337054,11,4,52949,-1.1553,0.87602
ENSG00000275395,19,40353963,40440533,262,52,50131,-0.044614,0.51779
ENSG00000187534,19,40449146,40449587,14,3,52794,-0.78987,0.7852
ENSG00000013275,19,40476912,40487348,13,4,50482,-0.07246,0.52888
ENSG00000187187,19,40502943,40526948,18,3,50246,0.39216,0.34747
ENSG00000268166,19,40526292,40526948,1,1,51548,0.55485,0.2895
ENSG00000269069,19,40529291,40531409,9,2,49389,0.036482,0.48545
ENSG00000128000,19,40534167,40562116,22,3,47140,0.23944,0.40538
ENSG00000269749,19,40554664,40596832,12,3,52216,0.029386,0.48828
ENSG00000197782,19,40575059,40596845,32,6,50275,-0.012817,0.50511
ENSG00000269296,19,40596661,40600313,24,3,52682,0.14881,0.44085
ENSG00000230086,19,40627218,40628075,50,13,49657,1.697,0.044847
ENSG00000130758,19,40697651,40721482,6,2,50203,-1.4549,0.92715
ENSG00000174521,19,40721965,40724306,6,2,50333,-0.06366,0.52538
ENSG00000105219,19,40728115,40732597,9,5,49960,-0.45534,0.67557
ENSG00000105221,19,40736224,40791302,21,5,51690,0.23298,0.40789
ENSG00000205041,19,40779396,40781386,9,3,51659,0.66033,0.25452
ENSG00000207631,19,40788450,40788548,6,3,52018,0.14037,0.44419
ENSG00000206674,19,40805385,40805491,6,2,50748,0.48975,0.31216
ENSG00000160392,19,40825443,40854434,15,4,51747,0.35662,0.36069
ENSG00000207281,19,40844966,40845071,9,3,52236,-0.34675,0.63561
ENSG00000206925,19,40848236,40848348,10,4,52579,-0.097669,0.5389
ENSG00000105223,19,40854585,40884390,24,9,49424,-0.81031,0.79112
ENSG00000279759,19,40861749,40866513,16,5,50602,-0.25464,0.6005
ENSG00000160396,19,40885178,40896094,3,2,49855,0.12041,0.45208
ENSG00000105227,19,40899675,40919273,9,4,49886,-0.57373,0.71693
ENSG00000197019,19,40927499,40931932,5,2,49817,-0.93864,0.82604
ENSG00000277453,19,40932022,40932609,5,2,49817,-0.17195,0.56826
ENSG00000167565,19,40946751,40950612,88,9,49703,-0.48424,0.68589
ENSG00000268366,19,40949343,40949994,9,2,50385,0.80183,0.21133
ENSG00000090013,19,40953696,40971747,2,1,47455,-0.43582,0.66852
ENSG00000160460,19,40972148,41082370,33,12,47739,-0.046873,0.51869
ENSG00000160410,19,41082757,41097303,7,3,48980,0.67787,0.24893
ENSG00000090006,19,41099072,41135723,25,8,49982,-0.22109,0.58749
ENSG00000105245,19,41171810,41196556,38,10,50902,0.65218,0.25714
ENSG00000123815,19,41197434,41222790,16,7,50862,-0.62338,0.73348
ENSG00000223284,19,41213960,41214068,8,2,52230,-0.16091,0.56392
ENSG00000086544,19,41223008,41246765,22,5,52230,-0.73814,0.76978
ENSG00000188493,19,41246761,41256397,19,6,51716,-0.67484,0.75011
ENSG00000077312,19,41256764,41271294,27,8,52263,-0.59744,0.72489
ENSG00000268975,19,41277553,41292590,8,2,53293,0.25187,0.40057
ENSG00000261857,19,41281082,41283395,11,3,53077,-0.051498,0.52054
ENSG00000167578,19,41284121,41302840,47,8,53181,0.25299,0.40014
ENSG00000171570,19,41284176,41314103,59,12,51726,-1.0496,0.85305
ENSG00000269858,19,41305092,41314338,16,6,52527,0.66613,0.25266
ENSG00000268797,19,41307202,41404187,10,5,52015,0.72263,0.23495
ENSG00000233622,19,41314430,41317295,15,6,51968,1.2128,0.1126
ENSG00000237118,19,41324626,41332677,55,8,50361,-0.26464,0.60436
ENSG00000269843,19,41337126,41343115,13,4,45889,-0.35334,0.63808
ENSG00000279108,19,41346064,41347944,10,4,44108,-0.45974,0.67715
ENSG00000255974,19,41349443,41356352,148,37,46294,0.60259,0.27339
ENSG00000198077,19,41381344,41388657,58,11,49736,-0.70045,0.75818
ENSG00000130612,19,41396731,41406413,52,11,51120,-0.53218,0.7027
ENSG00000198251,19,41414385,41416590,79,6,51108,0.94706,0.17181
ENSG00000256612,19,41430124,41456565,60,17,50393,0.1425,0.44334
ENSG00000269353,19,41452252,41453355,11,2,50914,-1.6899,0.95448
ENSG00000197408,19,41497204,41524303,28,9,50597,-0.27067,0.60668
ENSG00000213908,19,41530173,41533625,35,3,50711,-1.4543,0.92707
ENSG00000268101,19,41556354,41568349,165,40,50926,-0.54223,0.70617
ENSG00000271299,19,41579709,41580012,18,6,51185,0.092957,0.46297
ENSG00000197838,19,41594377,41602100,39,12,50510,-0.43005,0.66642
ENSG00000197446,19,41620337,41634159,63,12,50832,-1.1115,0.86682
ENSG00000268529,19,41640627,41643213,35,3,44979,-0.33642,0.63172
ENSG00000224476,19,41675766,41676071,12,2,47874,0.37572,0.35356
ENSG00000264423,19,41696852,41697134,3,1,40347,-1.7529,0.96019
ENSG00000167600,19,41698954,41713444,8,5,42786,-0.45199,0.67436
ENSG00000167601,19,41725108,41767671,17,5,44936,-1.6648,0.95202
ENSG00000269652,19,41727331,41727956,2,1,44362,-1.2946,0.90227
ENSG00000105323,19,41768401,41813503,9,2,51023,0.29958,0.38225
ENSG00000239868,19,41792320,41792599,3,1,51707,0.34853,0.36372
ENSG00000142039,19,41816094,41830788,29,8,48025,0.65505,0.25622
ENSG00000105329,19,41836228,41859816,48,14,50532,-1.9344,0.97347
ENSG00000142046,19,41856816,41889988,21,4,50866,-1.1541,0.87577
ENSG00000123810,19,41860326,41870078,10,2,50892,-1.5057,0.93393
ENSG00000277744,19,41879876,41880324,3,1,50841,-0.63022,0.73572
ENSG00000255730,19,41882662,41930906,10,4,48981,0.047516,0.48105
ENSG00000077348,19,41892279,41903384,30,9,51340,-1.324,0.90725
ENSG00000248098,19,41903365,41930910,19,4,49916,-0.46936,0.68059
ENSG00000268987,19,41905277,41906270,11,4,50281,-1.1221,0.86908
ENSG00000268475,19,41931264,41932142,7,2,51011,0.00013471,0.49995
ENSG00000177191,19,41931264,41934635,6,1,52860,0.16395,0.43488
ENSG00000105341,19,41937223,41945841,13,2,48846,-0.19008,0.57538
ENSG00000204978,19,41949063,41950670,9,4,46298,1.0227,0.15323
ENSG00000267107,19,41960074,42006559,20,5,51731,0.45058,0.32615
ENSG00000268034,19,42012068,42012814,5,1,53293,0.39641,0.3459
ENSG00000269800,19,42027403,42028349,9,2,53269,0.34116,0.36649
ENSG00000268355,19,42037566,42038534,6,2,53293,-0.10012,0.53988
ENSG00000270164,19,42041545,42043266,4,2,53293,-0.2318,0.59165
ENSG00000268027,19,42051554,42061832,8,2,53293,0.18193,0.42782
ENSG00000007129,19,42055886,42093197,15,4,53293,-0.58614,0.72111
ENSG00000280014,19,42057938,42058644,7,2,49270,0.30382,0.38063
ENSG00000239736,19,42106090,42112339,40,12,50149,-1.4544,0.92708
ENSG00000269266,19,42111696,42112026,10,4,51628,-0.14852,0.55903
ENSG00000105352,19,42125344,42133442,9,3,50661,-0.42042,0.66291
ENSG00000268997,19,42144937,42145267,5,3,51674,-0.48418,0.68587
ENSG00000269354,19,42146027,42146970,12,3,51825,0.11846,0.45285
ENSG00000268582,19,42156601,42156888,7,2,52348,0.71578,0.23706
ENSG00000007306,19,42177235,42192296,6,2,52726,0.32593,0.37224
ENSG00000105388,19,42212504,42233718,16,5,52252,-0.58443,0.72053
ENSG00000267881,19,42212531,42265190,12,3,52302,-0.69488,0.75643
ENSG00000086548,19,42259329,42276113,10,3,51438,0.25412,0.3997
ENSG00000268833,19,42261806,42290801,28,5,50094,-1.3374,0.90946
ENSG00000170956,19,42300369,42315591,39,6,47983,-1.9048,0.9716
ENSG00000269119,19,42333746,42334992,100,15,51617,-1.034,0.84944
ENSG00000278239,19,42337740,42340005,8,2,52204,-0.58087,0.71934
ENSG00000273111,19,42341148,42348760,4,2,52513,0.18239,0.42764
ENSG00000142025,19,42349083,42356401,9,2,49406,-0.76559,0.77804
ENSG00000105372,19,42363988,42376994,19,5,48184,-0.024427,0.50974
ENSG00000105369,19,42381190,42385439,3,1,51707,-0.20294,0.58041
ENSG00000076928,19,42387228,42411606,3,1,49981,-0.62065,0.73259
ENSG00000268041,19,42411857,42432668,8,3,49351,0.94359,0.17269
ENSG00000105404,19,42460833,42463542,2,1,51295,-1.9946,0.97695
ENSG00000105409,19,42470734,42498428,34,5,50536,-0.22542,0.58917
ENSG00000105737,19,42502473,42573650,5,3,50337,2.0578,0.019803
ENSG00000105732,19,42572629,42585701,2,1,50914,1.1128,0.13289
ENSG00000028277,19,42590262,42636630,68,3,52504,2.5265,0.0057602
ENSG00000254887,19,42636707,42641251,6,1,52293,2.3554,0.0092526
ENSG00000266226,19,42637597,42637665,5,1,52092,2.3441,0.0095367
ENSG00000259436,19,42656721,42661675,31,6,47727,1.5309,0.062892
ENSG00000265122,19,42697230,42697281,20,6,50242,2.2942,0.010891
ENSG00000160570,19,42702750,42724275,2,1,50669,1.456,0.072694
ENSG00000167625,19,42724423,42732353,2,1,50796,2.0789,0.018813
ENSG00000105723,19,42734338,42746745,7,2,52668,1.1615,0.12272
ENSG00000268643,19,42738735,42759284,2,1,53293,1.1256,0.13016
ENSG00000279539,19,42746927,42749125,7,2,52668,1.1615,0.12272
ENSG00000204957,19,42746927,42749125,7,2,52668,1.1615,0.12272
ENSG00000105722,19,42751724,42759309,14,3,52077,0.71984,0.23581
ENSG00000079432,19,42772689,42799949,16,2,52716,0.69217,0.24441
ENSG00000079462,19,42801185,42806929,25,2,52396,1.1461,0.12588
ENSG00000188368,19,42806250,42814973,2,1,48347,0.89749,0.18473
ENSG00000167619,19,42817488,42829214,2,1,53293,0.85092,0.19741
ENSG00000105429,19,42829761,42882921,146,15,48438,-0.93305,0.8246
ENSG00000105427,19,42891171,42894439,2,1,49514,0.80895,0.20927
ENSG00000213904,19,42901280,43156507,207,38,44908,-1.3191,0.90643
ENSG00000079435,19,42905659,42931578,1,1,40067,-1.9634,0.9752
ENSG00000189377,19,42932440,42947200,2,1,53293,0.19716,0.42185
ENSG00000253048,19,42977027,42977161,75,7,42339,-1.8779,0.9698
ENSG00000269374,19,42989228,42989866,2,1,49203,-0.99607,0.84039
ENSG00000079385,19,43011456,43032661,240,28,46674,-1.4743,0.9298
ENSG00000230558,19,43064585,43065902,37,5,47438,-0.67753,0.75096
ENSG00000124469,19,43084393,43099207,132,24,46152,-1.8181,0.96547
ENSG00000233681,19,43124364,43137186,33,7,45997,-1.0343,0.8495
ENSG00000231561,19,43158352,43173228,61,8,48629,0.18178,0.42788
ENSG00000243167,19,43174157,43174968,1,1,51796,-1.0524,0.8537
ENSG00000221826,19,43225794,43244721,736,49,48263,-0.96971,0.8339
ENSG00000124467,19,43256838,43359843,403,55,49394,-1.6403,0.94953
ENSG00000238092,19,43285358,43290747,194,27,47996,-1.7695,0.96159
ENSG00000225877,19,43326015,43331030,101,20,50268,-2.0594,0.98027
ENSG00000248257,19,43343520,43359870,126,17,46458,-0.74584,0.77212
ENSG00000231924,19,43370616,43383871,29,4,47945,0.36567,0.35731
ENSG00000170848,19,43406231,43423715,55,6,48259,0.4919,0.3114
ENSG00000221878,19,43428292,43441325,38,6,47822,0.47339,0.31797
ENSG00000227349,19,43453655,43454539,73,12,45858,-0.7002,0.7581
ENSG00000282943,19,43481615,43675667,29,6,45551,-0.59117,0.7228
ENSG00000243130,19,43511808,43530664,127,24,46520,0.89276,0.18599
ENSG00000236932,19,43540021,43545400,13,4,45962,-0.50737,0.69405
ENSG00000242221,19,43568363,43586820,28,7,47262,-1.2389,0.89232
ENSG00000230529,19,43600608,43601512,23,9,45671,-0.90652,0.81767
ENSG00000227606,19,43657431,43665014,10,3,49626,-0.68302,0.7527
ENSG00000204941,19,43670408,43690688,91,19,50410,-0.29505,0.61602
ENSG00000243137,19,43696854,43709926,56,7,43694,-1.698,0.95525
ENSG00000241104,19,43715943,43752798,50,8,43580,-2.0831,0.98138
ENSG00000183668,19,43715943,43773682,65,14,48969,-0.76537,0.77797
ENSG00000236123,19,43783085,43788470,49,6,49364,-0.43906,0.66969
ENSG00000230681,19,43807323,43808675,21,3,50538,-1.0589,0.85518
ENSG00000231412,19,43833447,43835582,26,8,46744,-1.399,0.9191
ENSG00000204936,19,43857811,43867324,17,6,45240,-0.39605,0.65397
ENSG00000272396,19,43864837,43873122,4,2,39076,-0.1806,0.57166
ENSG00000204933,19,43876894,43883275,29,7,45299,-0.82736,0.79598
ENSG00000131126,19,43905648,43922749,20,5,49931,-0.63472,0.73719
ENSG00000124466,19,43964939,43969812,4,2,50860,-0.57913,0.71875
ENSG00000176531,19,43979255,44009087,17,5,50240,-0.092239,0.53675
ENSG00000105755,19,44010871,44031396,31,8,50132,-0.87352,0.80881
ENSG00000176472,19,44029649,44040282,67,9,52526,0.02218,0.49115
ENSG00000073050,19,44047192,44080158,21,7,49857,2.0719,0.019137
ENSG00000269177,19,44057597,44059646,14,5,51601,1.3773,0.084206
ENSG00000268361,19,44058844,44097188,5,2,49506,1.3375,0.090531
ENSG00000269583,19,44078790,44079770,9,4,49384,1.6747,0.047001
ENSG00000234465,19,44080952,44086256,16,5,51301,0.76952,0.22079
ENSG00000167378,19,44088521,44100287,15,6,49226,2.1265,0.016733
ENSG00000124444,19,44100544,44105309,7,3,50113,1.8457,0.032471
ENSG00000226763,19,44100769,44118649,15,4,50547,2.8833,0.0019678
ENSG00000131116,19,44111371,44124026,5,2,51390,2.315,0.010306
ENSG00000105767,19,44126520,44143991,4,2,52698,3.4644,0.00026572
ENSG00000011422,19,44150247,44174699,26,13,51159,1.3641,0.086271
ENSG00000239948,19,44164652,44164928,9,1,51893,-0.44375,0.67139
ENSG00000283525,19,44194154,44204660,67,17,52144,0.59256,0.27674
ENSG00000124449,19,44220162,44224173,9,3,47531,1.2797,0.10033
ENSG00000105771,19,44232144,44259142,16,2,53131,-0.98975,0.83885
ENSG00000104783,19,44270685,44285409,11,3,53012,-1.5669,0.94143
ENSG00000268601,19,44298461,44299810,22,3,53174,-1.2105,0.88696
ENSG00000159871,19,44300081,44324786,47,9,52662,-0.86275,0.80586
ENSG00000167637,19,44331444,44356169,57,6,53247,-0.86473,0.80641
ENSG00000176222,19,44376515,44388116,36,8,52915,-0.88886,0.81296
ENSG00000278917,19,44395385,44399563,13,2,52744,-1.2453,0.89349
ENSG00000267058,19,44395956,44405957,42,10,52421,-0.15478,0.5615
ENSG00000267191,19,44406153,44430697,10,1,53293,-1.3553,0.91234
ENSG00000124459,19,44416781,44439411,27,4,52289,-1.5122,0.93476
ENSG00000159905,19,44455375,44471861,32,6,51688,-0.084689,0.53375
ENSG00000277806,19,44480967,44481600,6,3,53099,-0.3,0.61791
ENSG00000278492,19,44482528,44482815,6,2,53099,0.25516,0.3993
ENSG00000204920,19,44488322,44502477,17,5,52996,-0.82998,0.79673
ENSG00000266921,19,44501048,44506988,13,2,53105,-0.095767,0.53815
ENSG00000159882,19,44507100,44518078,16,3,52432,0.036496,0.48544
ENSG00000267144,19,44527756,44529414,6,2,51153,-0.45045,0.67381
ENSG00000159885,19,44529494,44537265,6,2,53293,-0.26835,0.60578
ENSG00000267022,19,44529506,44591471,10,3,53293,-0.69721,0.75717
ENSG00000178386,19,44556162,44572144,64,8,51582,0.0586,0.47664
ENSG00000186026,19,44576297,44593766,11,2,53293,-0.82633,0.79569
ENSG00000253021,19,44589366,44589456,8,1,53293,-0.29023,0.61418
ENSG00000267680,19,44598545,44614039,16,3,52852,-0.57724,0.71811
ENSG00000186019,19,44609616,44617298,23,4,52994,-0.83961,0.79944
ENSG00000256294,19,44617511,44638969,11,3,52955,-1.8804,0.96997
ENSG00000263002,19,44645710,44664462,14,2,53168,0.43493,0.33181
ENSG00000167380,19,44669237,44682534,6,2,53293,-0.20095,0.57963
ENSG00000131115,19,44716681,44741421,6,2,53293,-0.81533,0.79256
ENSG00000159917,19,44740263,44809199,5,2,53293,0.98085,0.16333
ENSG00000279103,19,44750631,44752527,12,4,53293,0.61995,0.26764
ENSG00000159915,19,44764033,44779470,8,2,53293,0.024492,0.49023
ENSG00000270679,19,44794234,44795064,4,2,53293,0.45692,0.32386
ENSG00000267590,19,44801257,44801508,3,2,53293,-0.94076,0.82659
ENSG00000062370,19,44830708,44860832,14,3,52272,-0.99021,0.83896
ENSG00000267173,19,44833848,44905774,35,8,52207,-0.87956,0.81045
ENSG00000267508,19,44886460,44905755,24,5,50636,-0.58106,0.7194
ENSG00000267188,19,44896603,44952640,18,5,53293,-0.53069,0.70218
ENSG00000278318,19,44930423,44952766,33,9,52906,1.0872,0.13848
ENSG00000176761,19,44971858,44977444,19,5,52987,-0.47077,0.6811
ENSG00000167384,19,44978645,45004575,21,5,52453,-0.43878,0.66959
ENSG00000273777,19,45005729,45033811,18,7,50894,-0.17357,0.5689
ENSG00000267614,19,45040251,45040599,2,1,43922,-0.091372,0.5364
ENSG00000230666,19,45041045,45124119,19,8,48174,-1.2801,0.89974
ENSG00000224366,19,45073550,45073810,20,7,50309,0.71748,0.23654
ENSG00000216588,19,45116940,45140081,14,4,52590,-1.0169,0.84541
ENSG00000266903,19,45135500,45222031,9,3,47051,0.10206,0.45936
ENSG00000073008,19,45147098,45166850,15,5,50261,0.42673,0.33479
ENSG00000279095,19,45167398,45169426,9,5,50408,-0.59273,0.72332
ENSG00000186567,19,45174724,45187631,20,5,45571,0.071545,0.47148
ENSG00000213892,19,45202421,45213986,8,4,42671,-0.63584,0.73756
ENSG00000252200,19,45229248,45229322,6,2,40220,-1.5642,0.94111
ENSG00000069399,19,45251804,45263301,2,1,45945,0.32349,0.37316
ENSG00000142273,19,45281126,45303891,12,4,42145,-0.074066,0.52952
ENSG00000187244,19,45312316,45324677,14,3,48219,0.41897,0.33762
ENSG00000130202,19,45349432,45392485,32,11,45066,-0.049024,0.51955
ENSG00000267282,19,45385284,45394133,12,4,47560,-1.2008,0.88509
ENSG00000130204,19,45394477,45406946,16,5,48209,-1.2917,0.90176
ENSG00000130203,19,45409011,45412650,48,9,49773,-0.54212,0.70613
ENSG00000280087,19,45412632,45418225,16,5,49011,0.036017,0.48563
ENSG00000130208,19,45417504,45422603,40,10,49611,0.98978,0.16114
ENSG00000214855,19,45430061,45434643,3,2,38428,-0.27943,0.61004
ENSG00000267467,19,45445495,45448753,10,2,50279,0.51683,0.30264
ENSG00000224916,19,45445513,45452627,28,6,49776,-0.29651,0.61658
ENSG00000234906,19,45449239,45452822,19,3,51091,1.3737,0.084768
ENSG00000267114,19,45453301,45457264,19,2,50517,1.2724,0.10162
ENSG00000104853,19,45457848,45496599,40,5,50871,1.1107,0.13334
ENSG00000104856,19,45504688,45541456,30,7,50042,0.15474,0.43851
ENSG00000104859,19,45542298,45574214,84,8,49623,0.067148,0.47323
ENSG00000207003,19,45550716,45550819,1,1,53293,0.5244,0.3
ENSG00000170684,19,45574758,45579846,2,1,42227,-0.40232,0.65628
ENSG00000267348,19,45579768,45593649,10,3,51637,0.05803,0.47686
ENSG00000142252,19,45582453,45594782,9,4,47534,0.4215,0.3367
ENSG00000104866,19,45596220,45650543,18,3,52452,-0.36391,0.64204
ENSG00000267346,19,45631827,45632288,4,1,52698,-1.137,0.87222
ENSG00000267044,19,45639251,45640235,26,5,50907,-0.49,0.68793
ENSG00000179846,19,45653008,45661995,14,5,47911,-0.84869,0.80197
ENSG00000007255,19,45666186,45681495,6,2,51961,-0.75664,0.77537
ENSG00000189114,19,45682003,45685059,7,2,52151,-0.66661,0.74749
ENSG00000267545,19,45683080,45705702,6,2,51785,-1.278,0.89938
ENSG00000266958,19,45690646,45720191,66,8,47975,0.33654,0.36823
ENSG00000283632,19,45715879,45748689,16,4,48563,0.15039,0.44023
ENSG00000007047,19,45754516,45808541,22,6,50745,1.082,0.13963
ENSG00000104879,19,45809672,45826235,15,5,49137,0.68023,0.24818
ENSG00000242675,19,45835956,45836382,46,14,49057,-0.097303,0.53876
ENSG00000104892,19,45844011,45854778,20,5,50621,1.4874,0.06846
ENSG00000104884,19,45853095,45873876,13,5,50475,1.321,0.093247
ENSG00000104881,19,45882892,45909607,56,14,50669,-0.74187,0.77092
ENSG00000117877,19,45909467,45914024,24,5,50122,-1.1965,0.88424
ENSG00000012061,19,45910591,45982086,252,33,49516,-0.74522,0.77193
ENSG00000125740,19,45971253,45978437,41,10,49968,-0.47633,0.68308
ENSG00000125744,19,45988547,46000319,14,4,49450,-0.12399,0.54934
ENSG00000213889,19,45992035,46005768,14,5,49913,0.0669,0.47333
ENSG00000125753,19,46010674,46030241,6,3,51634,0.25457,0.39953
ENSG00000125741,19,46030685,46105470,37,16,49741,-0.15028,0.55973
ENSG00000177464,19,46093022,46105466,8,4,48251,0.0093636,0.49626
ENSG00000125746,19,46110252,46148887,42,11,49501,1.2438,0.10679
ENSG00000267757,19,46144752,46146098,7,4,46777,-0.052637,0.52099
ENSG00000241226,19,46154768,46155060,19,3,49215,-0.8795,0.81044
ENSG00000010310,19,46171502,46186982,9,4,49095,-0.034159,0.51362
ENSG00000207773,19,46178186,46178282,7,2,49774,-0.96022,0.83153
ENSG00000125743,19,46190712,46195591,2,1,50105,-0.065401,0.52607
ENSG00000011478,19,46195741,46207247,3,2,49835,-0.73163,0.7678
ENSG00000177051,19,46213887,46234162,7,3,50652,0.092327,0.46322
