ensembl_gene_id,hgnc_symbol,chromosome_name,start_position,end_position,strand,band,gene_biotype
ENSG00000237711,,9,5100236,5101009,1,p24.1,pseudogene
ENSG00000019582,CD74,5,149781200,149792492,-1,q32,protein_coding
ENSG00000236254,MTND4P14,9,5107937,5109290,1,p24.1,pseudogene
ENSG00000188033,ZNF490,19,12688775,12750912,-1,p13.2,protein_coding
ENSG00000226907,CT45A6,X,134962849,134971244,-1,q26.3,protein_coding
ENSG00000230225,MTND5P14,9,5109496,5110762,1,p24.1,pseudogene
ENSG00000117133,RPF1,1,84944942,84963473,1,p22.3,protein_coding
ENSG00000236567,,9,5110913,5112849,1,p24.1,pseudogene
ENSG00000254017,IGHEP2,9,5113549,5114804,1,p24.1,IG_C_pseudogene
ENSG00000237553,,9,5193339,5193558,-1,p24.1,pseudogene
ENSG00000198908,BHLHB9,X,101975616,102008468,1,q22.1,protein_coding
ENSG00000214195,HMGN2P31,9,5311444,5311716,1,p24.1,pseudogene
ENSG00000204576,PRR3,6,30524663,30531500,1,p21.33,protein_coding
ENSG00000272866,,9,5351796,5352410,-1,p24.1,lincRNA
ENSG00000231967,,9,5356312,5356525,-1,p24.1,pseudogene
ENSG00000167447,SMG8,17,57286761,57292608,1,q22,protein_coding
ENSG00000135387,CAPRIN1,11,34073230,34122703,1,p13,protein_coding
ENSG00000214190,,9,5418373,5418976,-1,p24.1,pseudogene
ENSG00000186153,WWOX,16,78133310,79246564,1,q23.1,protein_coding
ENSG00000231509,,9,5584490,5588994,1,p24.1,lincRNA
ENSG00000225408,,9,5719021,5720244,-1,p24.1,antisense
ENSG00000213578,CPLX3,15,75118888,75124141,1,q24.1,protein_coding
ENSG00000223621,AK4P4,9,5855781,5856426,-1,p24.1,pseudogene
ENSG00000115267,IFIH1,2,163123589,163175213,-1,q24.2,protein_coding
ENSG00000238654,,9,5890150,5890256,1,p24.1,snoRNA
ENSG00000263575,MIR4665,9,6007826,6007904,1,p24.1,miRNA
ENSG00000135945,REV1,2,100016938,100106497,-1,q11.2,protein_coding
ENSG00000228739,,9,6047360,6066714,1,p24.1,lincRNA
ENSG00000237274,,9,6195934,6197248,1,p24.1,pseudogene
ENSG00000173875,ZNF791,19,12721732,12742735,1,p13.2,protein_coding
ENSG00000224905,,21,15399742,15516789,1,q11.2,antisense
ENSG00000183346,C10orf107,10,63422719,63526524,1,q21.2,protein_coding
ENSG00000228132,,9,6276640,6276974,1,p24.1,pseudogene
ENSG00000233846,,9,6278667,6279153,1,p24.1,pseudogene
ENSG00000233367,,9,6415145,6449558,-1,p24.1,antisense
ENSG00000105983,LMBR1,7,156461646,156685924,-1,q36.3,protein_coding
ENSG00000249493,ANKRD20A18P,21,15436646,15441408,1,q11.2,pseudogene
ENSG00000163491,NEK10,3,27151576,27410951,-1,p24.1,protein_coding
ENSG00000264530,RN7SL25P,9,6542094,6542350,1,p24.1,misc_RNA
ENSG00000252110,,9,6566332,6566425,-1,p24.1,snoRNA
ENSG00000201812,RNA5SP488,21,15443192,15443307,1,q11.2,rRNA
ENSG00000237158,,9,6568844,6569360,1,p24.1,pseudogene
ENSG00000240755,ERLEC1P1,21,15515902,15516479,1,q11.2,pseudogene
ENSG00000206147,,9,6639139,6639604,1,p24.1,pseudogene
ENSG00000174021,GNG5,1,84964008,84972248,-1,p22.3,protein_coding
ENSG00000236924,,9,6645956,6670635,1,p24.1,lincRNA
ENSG00000164932,CTHRC1,8,104383743,104395225,1,q22.3,protein_coding
ENSG00000226524,,6,88032323,88109459,1,q15,protein_coding
ENSG00000127954,STEAP4,7,87905744,87936206,-1,q21.12,protein_coding
ENSG00000266863,RN7SL123P,9,6661651,6661936,1,p24.1,misc_RNA
ENSG00000229057,,9,6662424,6663792,1,p24.1,pseudogene
ENSG00000183044,ABAT,16,8768422,8878432,1,p13.2,protein_coding
ENSG00000102606,ARHGEF7,13,111766906,111958084,1,q34,protein_coding
ENSG00000231381,RNF2P1,9,6668999,6670008,-1,p24.1,pseudogene
ENSG00000150347,ARID5B,10,63661059,63856703,1,q21.2,protein_coding
ENSG00000203872,C6orf163,6,88054567,88075181,1,q15,protein_coding
ENSG00000232946,,9,6675284,6675614,1,p24.1,pseudogene
ENSG00000146809,ASB15,7,123207064,123277951,1,q31.32,protein_coding
ENSG00000145246,ATP10D,4,47487305,47595503,1,p12,protein_coding
ENSG00000229611,,9,6704471,6707780,1,p24.1,lincRNA
ENSG00000243064,ABCC13,21,15608527,15735075,1,q11.2,pseudogene
ENSG00000225489,,9,6716548,6727438,1,p24.1,lincRNA
ENSG00000160716,CHRNB2,1,154540257,154552502,1,q21.3,protein_coding
ENSG00000152076,CCDC74B,2,130896860,130902707,-1,q21.1,protein_coding
ENSG00000231108,,9,6734598,6735076,-1,p24.1,pseudogene
ENSG00000203871,C6orf164,6,88106840,88109467,1,q15,protein_coding
ENSG00000256968,SNRPEP2,9,6748703,6748981,-1,p24.1,pseudogene
ENSG00000182348,ZNF804B,7,88388682,88966346,1,q21.13,protein_coding
ENSG00000230581,,9,6834456,6835577,1,p24.1,pseudogene
ENSG00000197079,KRT35,17,39632941,39637392,-1,q21.2,protein_coding
ENSG00000224972,,9,6902670,6978859,1,p24.1,sense_intronic
ENSG00000230207,RPL4P5,9,7477045,7478320,-1,p24.1,pseudogene
ENSG00000164933,SLC25A32,8,104410863,104427417,-1,q22.3,protein_coding
ENSG00000178654,,9,7597823,7598377,1,p24.1,pseudogene
ENSG00000164645,C7orf62,7,88423420,88425035,-1,q21.13,protein_coding
ENSG00000273056,,9,7786105,7786688,-1,p24.1,lincRNA
ENSG00000226376,,9,7930827,7935137,-1,p24.1,lincRNA
ENSG00000231902,,9,7960413,7961080,-1,p24.1,lincRNA
ENSG00000011590,ZBTB32,19,36195429,36207940,1,q13.12,protein_coding
ENSG00000196419,XRCC6,22,42017123,42060044,1,q13.2,protein_coding
ENSG00000235389,,9,8700595,8701552,-1,p24.1,sense_intronic
ENSG00000212695,,9,8713311,8713841,1,p24.1,pseudogene
ENSG00000188486,H2AFX,11,118964564,118966177,-1,q23.3,protein_coding
ENSG00000272514,,6,88117701,88174183,1,q15,protein_coding
ENSG00000087077,TRIP6,7,100464760,100471076,1,q22.1,protein_coding
ENSG00000164647,STEAP1,7,89783689,89794143,1,q21.13,protein_coding
ENSG00000162408,NOL9,1,6581407,6614595,-1,p36.31,protein_coding
ENSG00000239102,RNU7-185P,9,8797135,8797194,1,p24.1,snRNA
ENSG00000089472,HEPH,X,65382391,65488709,1,q12,protein_coding
ENSG00000126337,KRT36,17,39642388,39648798,-1,q21.2,protein_coding
ENSG00000117151,CTBS,1,85015289,85040163,-1,p22.3,protein_coding
ENSG00000225706,,9,8858130,8862255,1,p24.1,lincRNA
ENSG00000123395,C12orf44,12,52463030,52471278,1,q13.13,protein_coding
ENSG00000251699,,9,8888136,8888207,1,p24.1,snoRNA
ENSG00000234021,,9,8936079,8963077,1,p24.1,lincRNA
ENSG00000212829,RPS26P3,9,9090876,9091311,1,p23,pseudogene
ENSG00000221708,,9,9425461,9425558,-1,p23,miRNA
ENSG00000108018,SORCS1,10,108333421,108924292,-1,q25.1,protein_coding
ENSG00000265735,RN7SL5P,9,9442060,9442347,1,p23,misc_RNA
ENSG00000230920,,9,9799423,9803784,1,p23,lincRNA
ENSG00000153982,GDPD1,17,57297828,57353328,1,q22,protein_coding
ENSG00000234360,,9,10532145,10532411,1,p23,pseudogene
ENSG00000074276,CDHR2,5,175969512,176022975,1,q35.2,protein_coding
ENSG00000226717,,9,10613202,10620420,1,p23,lincRNA
ENSG00000133983,COX16,14,70791798,70826448,-1,q24.2,protein_coding
ENSG00000138678,AGPAT9,4,84457067,84527028,1,q21.23,protein_coding
ENSG00000232035,,9,10631750,10632203,-1,p23,lincRNA
ENSG00000227138,,9,10777357,10777525,1,p23,pseudogene
ENSG00000230589,IMP3P1,9,10829752,10830308,-1,p23,pseudogene
ENSG00000270372,,9,10948372,10948481,-1,p23,lincRNA
ENSG00000140474,ULK3,15,75128457,75135687,-1,q24.1,protein_coding
ENSG00000234146,,9,11011748,11013096,1,p23,pseudogene
ENSG00000230365,,9,11275314,11276314,-1,p23,lincRNA
ENSG00000239701,,12,7139412,7139702,1,p13.31,pseudogene
ENSG00000224935,,9,12098660,12159147,-1,p23,lincRNA
ENSG00000257078,,12,7148460,7148945,-1,p13.31,pseudogene
ENSG00000231491,,9,12287320,12288238,1,p23,pseudogene
ENSG00000222581,RNU2-47P,9,12300266,12300451,-1,p23,snRNA
ENSG00000138463,DIRC2,3,122513642,122599986,1,q21.1,protein_coding
ENSG00000172269,DPAGT1,11,118967213,118979041,-1,q23.3,protein_coding
ENSG00000235448,,9,12700100,12814344,-1,p23,antisense
ENSG00000116977,LGALS8,1,236681300,236716281,1,q43,protein_coding
ENSG00000243115,RN7SL849P,9,12764762,12765054,-1,p23,misc_RNA
ENSG00000222658,,9,12885320,12885416,1,p23,misc_RNA
ENSG00000205885,C1RL-AS1,12,7260648,7275097,1,p13.31,antisense
ENSG00000214121,TDPX2,9,12972842,12973437,-1,p23,pseudogene
ENSG00000272333,,19,36208921,36229779,1,q13.12,protein_coding
ENSG00000234586,,9,13021693,13022891,-1,p23,pseudogene
ENSG00000135372,NAT10,11,34127149,34169217,1,p13,protein_coding
ENSG00000171401,KRT13,17,39657233,39661957,-1,q21.2,protein_coding
ENSG00000234740,,9,13274509,13279186,-1,p23,sense_intronic
ENSG00000223672,,9,13322805,13323449,-1,p23,pseudogene
ENSG00000170786,SDR16C5,8,57212569,57233335,-1,q12.1,protein_coding
ENSG00000205858,LRRC72,7,16566505,16621193,1,p21.1,protein_coding
ENSG00000270547,,9,13406379,13433052,-1,p23,lincRNA
ENSG00000200345,RNU6-485P,12,7271381,7271487,1,p13.31,snRNA
ENSG00000256967,,12,7281675,7283794,-1,p13.31,antisense
ENSG00000226197,,9,13446490,13487510,1,p23,lincRNA
ENSG00000205636,LINC00583,9,13927970,13945609,1,p23,lincRNA
ENSG00000228672,PROB1,5,138727635,138730885,-1,q31.2,protein_coding
ENSG00000255572,,12,7319270,7341665,-1,p13.31,antisense
ENSG00000139168,ZCRB1,12,42705880,42719920,-1,q12,protein_coding
ENSG00000229268,PES1P2,9,13986174,13987908,1,p23,pseudogene
ENSG00000235533,,9,14025970,14030114,1,p23,lincRNA
ENSG00000256480,,12,7390028,7393582,1,p13.31,pseudogene
ENSG00000223568,RPL3P11,9,14040715,14041860,-1,p23,pseudogene
ENSG00000255836,,12,7591376,7592586,-1,p13.31,pseudogene
ENSG00000077147,TM9SF3,10,98277866,98347209,-1,q24.1,protein_coding
ENSG00000111012,CYP27B1,12,58156117,58162769,-1,q14.1,protein_coding
ENSG00000235868,GAPDHP31,12,7718965,7719978,1,p13.31,pseudogene
ENSG00000213954,,9,14068931,14069416,1,p23,pseudogene
ENSG00000234982,,9,14204247,14205038,1,p22.3,pseudogene
ENSG00000225472,,9,14317084,14357907,1,p22.3,antisense
ENSG00000180869,C1orf180,1,85093913,85100703,-1,p22.3,protein_coding
ENSG00000133398,MED10,5,6371994,6378707,-1,p15.31,protein_coding
ENSG00000237137,,9,14531914,14532040,-1,p22.3,pseudogene
ENSG00000178750,STX19,3,93733213,93747454,-1,q11.1,protein_coding
ENSG00000181433,SAGE1,X,134971374,134995220,1,q26.3,protein_coding
ENSG00000273399,,9,14586767,14587324,-1,p22.3,lincRNA
ENSG00000198858,R3HDM4,19,896503,913240,-1,p13.3,protein_coding
ENSG00000102128,RAB40AL,X,102192200,102193228,1,q22.1,protein_coding
ENSG00000272871,,9,14588795,14590063,-1,p22.3,lincRNA
ENSG00000170807,LMOD2,7,123295861,123304344,1,q31.32,protein_coding
ENSG00000182010,RTKN2,10,63942794,64028466,-1,q21.2,protein_coding
ENSG00000229029,,9,14593575,14594198,1,p22.3,pseudogene
ENSG00000199814,RNU6-1260P,9,14850427,14850533,1,p22.3,snRNA
ENSG00000106524,ANKMY2,7,16639401,16685442,-1,p21.1,protein_coding
ENSG00000214110,LDHAP4,9,14921335,14922332,-1,p22.3,pseudogene
ENSG00000256331,NIFKP3,12,7756946,7757810,-1,p13.31,pseudogene
ENSG00000255977,,12,7759430,7759927,1,p13.31,pseudogene
ENSG00000178700,DHFRL1,3,93766680,93782233,-1,q11.1,protein_coding
ENSG00000111305,GSG1,12,13236494,13256619,-1,p13.1,protein_coding
ENSG00000201549,,12,7936999,7937107,-1,p13.31,misc_RNA
ENSG00000170469,SPATA24,5,138732252,138739777,-1,q31.2,protein_coding
ENSG00000175354,PTPN2,18,12785477,12929642,-1,p11.21,protein_coding
ENSG00000199912,,12,7952957,7953063,-1,p13.31,misc_RNA
ENSG00000232000,,9,14987300,15146399,-1,p22.3,pseudogene
ENSG00000222978,,12,7999884,7999978,1,p13.31,misc_RNA
ENSG00000126246,IGFLR1,19,36230058,36233354,-1,q13.12,protein_coding
ENSG00000201663,,12,8003313,8003414,-1,p13.31,misc_RNA
ENSG00000241828,,12,8013033,8013360,1,p13.31,pseudogene
ENSG00000106299,WASL,7,123321989,123389121,-1,q31.32,protein_coding
ENSG00000181195,PENK,8,57349233,57359293,-1,q12.1,protein_coding
ENSG00000215237,,9,14993310,15019727,1,p22.3,pseudogene
ENSG00000183807,FAM162B,6,117073363,117086886,-1,q22.1,protein_coding
ENSG00000083799,CYLD,16,50775961,50835846,1,q12.1,protein_coding
ENSG00000259132,,14,23415479,23451467,-1,q11.2,protein_coding
ENSG00000234297,,9,15055055,15056050,1,p22.3,pseudogene
ENSG00000251960,RNU6-559P,9,15143287,15143384,1,p22.3,snRNA
ENSG00000263817,RN7SL157P,9,15348166,15348453,1,p22.3,misc_RNA
ENSG00000215236,RPL7P33,9,15361391,15362132,1,p22.3,pseudogene
ENSG00000143891,GALM,2,38893052,38968379,1,p22.1,protein_coding
ENSG00000251834,RNU6-319P,9,15431897,15432004,-1,p22.3,snRNA
ENSG00000240613,RN7SL98P,9,15525782,15526079,-1,p22.3,misc_RNA
ENSG00000213362,FTH1P12,9,15527131,15527681,-1,p22.3,pseudogene
ENSG00000133169,BEX1,X,102317579,102319168,-1,q22.1,protein_coding
ENSG00000164934,DCAF13,8,104426942,104455681,1,q22.3,protein_coding
ENSG00000115271,GCA,2,163175350,163228105,1,q24.2,protein_coding
ENSG00000214530,STARD10,11,72465774,72504726,-1,q13.4,protein_coding
ENSG00000207433,RNU6-246P,9,15544186,15544292,1,p22.3,snRNA
ENSG00000267120,,19,36230153,36236333,-1,q13.12,protein_coding
ENSG00000106829,TLE4,9,82186688,82341658,1,q21.31,protein_coding
ENSG00000231376,HMGN2P16,9,15588353,15588613,1,p22.3,pseudogene
ENSG00000018408,WWTR1,3,149235022,149454501,-1,q25.1,protein_coding
ENSG00000207360,RNU6-14P,9,15776179,15776284,-1,p22.3,snRNA
ENSG00000172375,C2CD2L,11,118972908,118989252,1,q23.3,protein_coding
ENSG00000231756,,9,16473186,16476235,1,p22.3,antisense
ENSG00000130921,C12orf65,12,123717463,123742506,1,q24.31,protein_coding
ENSG00000230694,,9,16625674,16626388,1,p22.2,antisense
ENSG00000268977,,16,79015647,79015739,-1,q23.1,protein_coding
ENSG00000168826,ZBTB49,4,4291924,4323513,1,p16.3,protein_coding
ENSG00000108854,SMURF2,17,62538413,62658186,-1,q24.1,protein_coding
ENSG00000234779,,9,16726812,16727522,1,p22.2,antisense
ENSG00000233551,,9,16775571,16775843,-1,p22.2,pseudogene
ENSG00000153495,TEX29,13,111968531,111996596,1,q34,protein_coding
ENSG00000237153,,9,17048917,17112813,1,p22.2,lincRNA
ENSG00000173612,GPRC6A,6,117113248,117150200,-1,q22.1,protein_coding
ENSG00000241152,RN7SL720P,9,17053899,17054200,1,p22.2,misc_RNA
ENSG00000167767,KRT80,12,52562780,52585784,-1,q13.13,protein_coding
ENSG00000226470,,9,17096299,17096444,-1,p22.2,pseudogene
ENSG00000054356,PTPRN,2,220154345,220174370,-1,q35,protein_coding
ENSG00000178573,MAF,16,79619740,79634611,-1,q23.2,protein_coding
ENSG00000237083,,9,17108302,17108602,-1,p22.2,pseudogene
ENSG00000224488,,9,17447143,17448541,-1,p22.2,pseudogene
ENSG00000228810,PABPC1P11,9,17589159,17591316,-1,p22.2,pseudogene
ENSG00000184857,TMEM186,16,8874241,8891505,-1,p13.2,protein_coding
ENSG00000204398,,13,112240548,112324955,1,q34,protein_coding
ENSG00000227167,,9,18360595,18362218,-1,p22.2,lincRNA
ENSG00000264638,MIR3152,9,18573304,18573377,1,p22.1,miRNA
ENSG00000252960,RN7SKP258,9,18651145,18651448,1,p22.1,misc_RNA
ENSG00000236857,,9,18717972,18718524,-1,p22.1,pseudogene
ENSG00000182968,SOX1,13,112721913,112726020,1,q34,protein_coding
ENSG00000223211,,9,18834835,18834925,-1,p22.1,miRNA
ENSG00000139174,PRICKLE1,12,42852140,42984157,-1,q12,protein_coding
ENSG00000236680,,9,19026890,19028127,1,p22.1,pseudogene
ENSG00000160710,ADAR,1,154554538,154600475,-1,q21.3,protein_coding
ENSG00000251733,SCARNA8,9,19063654,19063784,-1,p22.1,snoRNA
ENSG00000252943,RNU6-264P,9,19073841,19073944,1,p22.1,snRNA
ENSG00000175155,YPEL2,17,57409050,57479090,1,q22,protein_coding
ENSG00000082293,COL19A1,6,70576463,70919679,1,q13,protein_coding
ENSG00000201118,,9,19089591,19089686,1,p22.1,misc_RNA
ENSG00000264126,RN7SL158P,9,19106479,19106788,-1,p22.1,misc_RNA
ENSG00000101367,MAPRE1,20,31407699,31438211,1,q11.21,protein_coding
ENSG00000232176,,9,19200333,19201044,-1,p22.1,pseudogene
ENSG00000232978,,9,19291335,19292574,-1,p22.1,antisense
ENSG00000238348,,9,19310689,19310786,1,p22.1,snoRNA
ENSG00000153498,SPACA7,13,113030633,113089003,1,q34,protein_coding
ENSG00000185002,RFX6,6,117198375,117253326,1,q22.1,protein_coding
ENSG00000272842,,9,19371384,19371943,-1,p22.1,antisense
ENSG00000273226,,9,19375449,19375994,1,p22.1,antisense
ENSG00000234853,NDUFA5P3,9,19383215,19383885,-1,p22.1,pseudogene
ENSG00000147206,NXF3,X,102330738,102348157,-1,q22.1,protein_coding
ENSG00000260912,,9,19453207,19455171,1,p22.1,sense_overlapping
ENSG00000223662,SAMSN1-AS1,21,15954523,15970624,1,q11.2,antisense
ENSG00000231909,,9,19460924,19464522,-1,p22.1,pseudogene
ENSG00000145198,VWA5B2,3,183948217,183960117,1,q27.1,protein_coding
ENSG00000163623,NKX6-1,4,85413140,85419603,-1,q21.23,protein_coding
ENSG00000232884,,21,16119083,16126184,-1,q11.2,lincRNA
ENSG00000232158,,9,19705336,19705653,1,p22.1,pseudogene
ENSG00000142528,ZNF473,19,50528971,50556671,1,q13.33,protein_coding
ENSG00000037897,METTL1,12,58162254,58166576,-1,q14.1,protein_coding
ENSG00000266224,,9,19829751,19829845,1,p22.1,miRNA
ENSG00000228600,POLR2CP,21,16129909,16130673,1,q11.2,pseudogene
ENSG00000161265,U2AF1L4,19,36233365,36236346,-1,q13.12,protein_coding
ENSG00000261402,,9,19926092,19929935,1,p21.3,lincRNA
ENSG00000215218,UBE2QL1,5,6448736,6495022,1,p15.31,protein_coding
ENSG00000226751,,21,16134031,16135411,-1,q11.2,lincRNA
ENSG00000270712,,9,19957392,19958145,-1,p21.3,pseudogene
ENSG00000157214,STEAP2,7,89796904,89867451,1,q21.13,protein_coding
ENSG00000225502,GAPDHP16,21,16146622,16147583,1,q11.2,pseudogene
ENSG00000221744,,9,20295002,20295086,1,p21.3,miRNA
ENSG00000215529,EFCAB8,20,31446729,31549006,1,q11.21,protein_coding
ENSG00000237434,,9,20331444,20332275,1,p21.3,pseudogene
ENSG00000263790,MIR4473,9,20411146,20411236,-1,p21.3,miRNA
ENSG00000255885,,12,8023448,8023966,1,p13.31,pseudogene
ENSG00000163624,CDS1,4,85504132,85572491,1,q21.23,protein_coding
ENSG00000222202,RNU4-26P,9,20418319,20418425,1,p21.3,snRNA
ENSG00000235609,,21,16191164,16254296,-1,q11.2,lincRNA
ENSG00000264941,MIR4474,9,20502263,20502340,-1,p21.3,miRNA
ENSG00000140650,PMM2,16,8882680,8943188,1,p13.2,protein_coding
ENSG00000176654,NANOGP1,12,8045172,8052736,1,p13.31,pseudogene
ENSG00000237088,,9,20532550,20533337,1,p21.3,pseudogene
ENSG00000170162,VGLL2,6,117586721,117594728,1,q22.1,protein_coding
ENSG00000226406,RBMX2P1,21,16201475,16202310,-1,q11.2,pseudogene
ENSG00000252324,,9,20576216,20576300,1,p21.3,miRNA
ENSG00000227071,,9,20683303,20684687,-1,p21.3,lincRNA
ENSG00000235277,,21,16290855,16319417,1,q11.2,antisense
ENSG00000178694,NSUN3,3,93781760,93847389,1,q11.1,protein_coding
ENSG00000117155,SSX2IP,1,85109390,85156486,-1,p22.3,protein_coding
ENSG00000229047,,21,16333630,16336554,1,q11.2,antisense
ENSG00000207609,MIR491,9,20716104,20716187,1,p21.3,miRNA
ENSG00000138311,ZNF365,10,64133951,64431771,1,q21.2,protein_coding
ENSG00000231201,,21,16343791,16365175,1,q11.2,antisense
ENSG00000202189,,9,20786926,20787054,1,p21.3,snoRNA
ENSG00000230208,IFNNP1,9,21058770,21059322,-1,p21.3,pseudogene
ENSG00000236471,,21,16439391,16440158,1,q21.1,lincRNA
ENSG00000225027,IFNWP4,9,21106542,21106835,1,p21.3,pseudogene
ENSG00000120907,ADRA1A,8,26605667,26724790,-1,p21.2,protein_coding
ENSG00000199635,,9,21160234,21160335,-1,p21.3,misc_RNA
ENSG00000229425,,21,16742841,16774624,-1,q21.1,lincRNA
ENSG00000232281,IFNWP15,9,21178588,21179187,-1,p21.3,pseudogene
ENSG00000224132,,2,238165734,238166319,1,q37.3,protein_coding
ENSG00000226597,IFNWP9,9,21190653,21191243,-1,p21.3,pseudogene
ENSG00000224524,CYCSP42,21,16862849,16863086,-1,q21.1,pseudogene
ENSG00000267168,,17,74729060,74734604,1,q25.1,protein_coding
ENSG00000232056,,2,10987703,10995081,1,p25.1,protein_coding
ENSG00000224247,,21,16866251,16868443,-1,q21.1,lincRNA
ENSG00000223684,IFNWP18,9,21209188,21209778,-1,p21.3,pseudogene
ENSG00000173662,TAS1R1,1,6615241,6639817,1,p36.31,protein_coding
ENSG00000212564,RNU6-1326P,21,16986602,16986708,1,q21.1,snRNA
ENSG00000232138,IFNWP5,9,21231265,21231852,-1,p21.3,pseudogene
ENSG00000221497,,21,17065527,17065622,1,q21.1,miRNA
ENSG00000224416,IFNA22P,9,21278049,21278618,-1,p21.3,pseudogene
ENSG00000226298,RAD23BLP,21,17066619,17068900,-1,q21.1,pseudogene
ENSG00000172273,HINFP,11,118992297,119006752,1,q23.3,protein_coding
ENSG00000162975,KCNF1,2,11052063,11054350,1,p25.1,protein_coding
ENSG00000226393,IFNA20P,9,21321299,21321826,1,p21.3,pseudogene
ENSG00000161652,IZUMO2,19,50655805,50666452,-1,q13.33,protein_coding
ENSG00000238591,,21,17080978,17081077,1,q21.1,snoRNA
ENSG00000261696,,9,21394887,21396345,-1,p21.3,lincRNA
ENSG00000231195,IFNA11P,9,21398613,21399138,-1,p21.3,pseudogene
ENSG00000234159,RBPMSLP,21,17116323,17117399,-1,q21.1,pseudogene
ENSG00000152315,KCNK13,14,90528109,90652201,1,q32.11,protein_coding
ENSG00000126216,TUBGCP3,13,113139325,113242481,-1,q34,protein_coding
ENSG00000235108,IFNA12P,9,21403080,21403650,1,p21.3,pseudogene
ENSG00000167098,SUN5,20,31571579,31592239,-1,q11.21,protein_coding
ENSG00000252273,RNU6-426P,21,17407733,17407829,-1,q21.1,snRNA
ENSG00000150873,C2orf50,2,11273179,11286916,1,p25.1,protein_coding
ENSG00000237691,IFNWP2,9,21420233,21420812,1,p21.3,pseudogene
ENSG00000269242,,19,12754645,12759211,-1,p13.2,protein_coding
ENSG00000238271,IFNWP19,9,21455483,21456048,1,p21.3,pseudogene
ENSG00000169446,MMGT1,X,135044229,135056222,-1,q26.3,protein_coding
ENSG00000171889,MIR31HG,9,21455641,21559668,-1,p21.3,sense_overlapping
ENSG00000199177,MIR31,9,21512114,21512184,-1,p21.3,miRNA
ENSG00000264379,,9,21524306,21524381,-1,p21.3,snoRNA
ENSG00000227443,,9,21638284,21638675,1,p21.3,pseudogene
ENSG00000229835,KHSRPP1,9,21695175,21696942,1,p21.3,pseudogene
ENSG00000168589,DYNLRB2,16,80574631,80584657,1,q23.2,protein_coding
ENSG00000244230,RN7SL151P,9,21699313,21699569,1,p21.3,misc_RNA
ENSG00000266732,,9,21808057,21808123,-1,p21.3,miRNA
ENSG00000100764,PSMC1,14,90722839,90738968,1,q32.11,protein_coding
ENSG00000229298,TUBB8P1,9,21811620,21812346,-1,p21.3,pseudogene
ENSG00000265194,,9,21858909,21861925,-1,p21.3,antisense
ENSG00000264801,,9,21929456,21931072,1,p21.3,pseudogene
ENSG00000215386,LINC00478,21,17442842,17999716,1,q21.1,lincRNA
ENSG00000171346,KRT15,17,39669995,39678781,-1,q21.2,protein_coding
ENSG00000037474,NSUN2,5,6599352,6633404,-1,p15.31,protein_coding
ENSG00000136261,BZW2,7,16685756,16746148,1,p21.1,protein_coding
ENSG00000213463,SYNJ2BP,14,70838148,70883778,-1,q24.2,protein_coding
ENSG00000162976,PQLC3,2,11295324,11319000,1,p25.1,protein_coding
ENSG00000119285,HEATR1,1,236712305,236767804,-1,q43,protein_coding
ENSG00000170464,DNAJC18,5,138744279,138780180,-1,q31.2,protein_coding
ENSG00000104331,IMPAD1,8,57870492,57906403,-1,q12.1,protein_coding
ENSG00000240498,CDKN2B-AS1,9,21994777,22121096,1,p21.3,antisense
ENSG00000204859,ZBTB48,1,6640061,6649340,1,p36.31,protein_coding
ENSG00000078898,BPIFB2,20,31595406,31611515,1,q11.21,protein_coding
ENSG00000168477,TNXB,6,32008931,32083111,-1,p21.33,protein_coding
ENSG00000139985,ADAM21,14,70918874,70926622,1,q24.2,protein_coding
ENSG00000084628,NKAIN1,1,31652592,31712401,-1,p35.2,protein_coding
ENSG00000269028,MTRNR2L12,3,96335981,96337000,-1,q11.2,protein_coding
ENSG00000198689,SLC9A6,X,135067598,135129423,1,q26.3,protein_coding
ENSG00000134007,ADAM20,14,70989075,71001732,-1,q24.2,protein_coding
ENSG00000166446,CDYL2,16,80631803,80838226,-1,q23.2,protein_coding
ENSG00000169122,FAM110B,8,58907068,59116838,1,q12.1,protein_coding
ENSG00000104774,MAN2B1,19,12757325,12777556,-1,p13.2,protein_coding
ENSG00000204574,ABCF1,6,30539153,30564956,1,p21.33,protein_coding
ENSG00000006744,ELAC2,17,12895708,12921504,-1,p12,protein_coding
ENSG00000266446,,9,21995481,21996012,1,p21.3,sense_intronic
ENSG00000215221,UBA52P6,9,22012154,22012535,1,p21.3,pseudogene
ENSG00000236921,,9,22203989,22214671,-1,p21.3,lincRNA
ENSG00000116014,KISS1R,19,917287,921015,1,p13.3,protein_coding
ENSG00000108406,DHX40,17,57642886,57685706,1,q23.1,protein_coding
ENSG00000234840,,9,22646199,22824212,1,p21.3,lincRNA
ENSG00000171517,LPAR3,1,85277285,85358896,-1,p22.3,protein_coding
ENSG00000236739,,9,22747699,22748233,1,p21.3,pseudogene
ENSG00000268141,,1,154585067,154585190,1,q21.3,protein_coding
ENSG00000224549,,9,22767174,22768315,1,p21.3,lincRNA
ENSG00000164587,RPS14,5,149822753,149829319,-1,q33.1,protein_coding
ENSG00000265572,,9,22953018,22953102,-1,p21.3,miRNA
ENSG00000227607,SUMO2P2,9,23632104,23632358,1,p21.3,pseudogene
ENSG00000197595,C13orf35,13,113301358,113338811,1,q34,protein_coding
ENSG00000233906,,9,23671786,23672397,-1,p21.3,lincRNA
